Car unique id,first online date,car sold on date,manufacturer,model,fuel_type,buy price,last available online price,External market reference price
1283629304,2024-11-28,,Dacia,Sandero,Benzin,5403,10420,12138
1281219641,2024-10-19,,BMW,1er,Benzin,12127,15513,16534
1277324868,2024-10-24,2024-10-25,Opel,Insignia Sports Tourer,Benzin,10800,15998,18439
1284357346,2025-01-09,,Audi,A3,Benzin,7890,13494,12325
1276420471,2024-10-07,2025-01-10,Skoda,Fabia,Benzin,7440,10857,10344
1281072604,2024-11-15,2025-01-08,Mercedes-Benz,GLC-Klasse,Diesel,36379,42178,40350
1281125219,2024-11-04,2024-11-22,Volkswagen,Golf VII,Benzin,11458,15162,16342
1282924520,2024-11-25,,Volkswagen,Golf VII,Benzin,10144,14042,14158
1281762418,2024-10-30,,BMW,5er,Diesel,28757,32340,33620
1278060217,2024-09-17,2024-11-13,Audi,A1,Benzin,8685,13552,13557
1278180520,2024-10-07,2024-11-07,Ford,Focus,Benzin,8792,13034,13116
1282191036,2024-11-14,,Volkswagen,Golf VII,Benzin,12211,16275,17179
1276230290,2024-09-12,2024-10-17,Opel,Astra,Diesel,10182,16840,18427
1272648702,2024-11-08,,Ford,Focus,Benzin,10864,15516,15829
1280349326,2024-10-31,,Renault,Megane,Diesel,12299,14461,14203
1279069560,2024-12-12,2024-12-18,Skoda,Fabia,Benzin,4297,9775,9516
1283105200,2024-11-28,,Opel,Corsa,Benzin,3797,8534,9385
1282291225,2024-11-29,,Audi,Q5,Diesel,14805,19507,18742
1283023498,2024-11-19,,Ford,EcoSport,Benzin,8690,11465,11587
1284287090,2025-01-07,,Audi,A1,Benzin,14070,19856,21387
1280581545,2025-01-09,,Dacia,Sandero,Benzin,13706,17768,18400
1280302701,2024-10-15,,Toyota,RAV 4,Hybrid,23286,29191,28510
1283280271,2024-11-26,,BMW,7er,Benzin,28861,35239,34496
1279124011,2024-10-23,,Seat,Leon,Benzin,11236,15978,15966
1282537071,2024-11-14,2024-11-21,Audi,A5 Sportback,Diesel,20274,25024,25913
1281443179,2024-11-27,,Suzuki,Vitara,Benzin,10093,14588,15648
1283419637,2024-12-06,,Volkswagen,Golf VII,Benzin,14419,17152,16935
1283712603,2024-12-19,,Volkswagen,Golf VII Sportsvan,Benzin,9747,14101,13887
1283827999,2024-12-06,,Hyundai,Kona,Benzin,18795,25588,26381
1284053874,2025-01-07,,Renault,Megane,Benzin,4737,10647,11116
1284153280,2024-12-30,,Nissan,Juke,Benzin,14402,18702,17416
1280529614,2024-10-16,2024-10-21,Opel,Corsa,Benzin,8734,12302,13828
1280282622,2024-10-09,2024-11-16,Kia,Sportage,Benzin,12569,17771,17636
1276958518,2025-01-03,,Volkswagen,T-Roc,Benzin,17277,23551,22329
1280376930,2024-10-07,2024-12-10,Alfa Romeo,Giulietta,Benzin,13629,16003,15397
1282043451,2024-11-09,,Kia,XCeed,Benzin,16889,21713,20321
1281030776,2024-10-16,2024-12-18,Volkswagen,Polo,Benzin,14668,14795,16280
1282473151,2024-12-24,,Toyota,Yaris,Benzin,9108,12639,11976
1282749321,2024-12-18,,Ford,EcoSport,Benzin,6807,12344,13601
1239905354,2024-09-20,2024-11-28,Seat,Ateca,Diesel,23363,28472,26780
1244227619,2024-12-17,,Audi,A3,Benzin,12467,17512,16229
1241792937,2024-09-17,2024-11-18,Hyundai,Tucson,Benzin,13424,14982,16171
1276881084,2024-09-12,2024-11-11,Opel,Corsa,Benzin,8031,10998,10647
1265507993,2024-12-09,,Ford,S-Max,Benzin,14307,21556,21535
1279578309,2024-09-18,2024-09-23,Audi,Q2,Benzin,15304,19841,19445
1281817162,2024-11-29,2024-12-23,Volvo,V40,Diesel,11322,15624,15382
1282514591,2024-11-18,,Dacia,Duster,Benzin,11848,16513,16286
1254949154,2024-09-16,2024-11-26,BMW,3er,Benzin,27534,30573,30503
1239948772,2024-12-23,2024-12-27,Opel,Corsa,Benzin,9597,11882,12146
1271953050,2024-10-23,2024-12-23,Smart,forfour,Benzin,8018,10750,11155
1282500179,2024-11-22,,Opel,Corsa,Benzin,4614,9307,10502
1274884474,2024-09-24,2024-12-11,BMW,X4,Diesel,35929,38950,38750
1281072675,2024-11-21,2024-12-30,Skoda,Superb,Benzin,16566,21423,21915
1277096394,2024-09-18,2024-09-26,Mercedes-Benz,V-Klasse,Diesel,42502,48760,48590
1276245810,2024-09-19,2025-01-04,Ford,Kuga,Benzin,10585,14217,14084
1283002437,2024-12-23,,Fiat,500,Benzin,5843,7415,9052
1283385785,2024-11-29,,Volkswagen,Golf VII,Benzin,11958,16938,16799
1279970287,2024-09-23,2024-10-05,Audi,A3 Limousine,Benzin,22983,30395,31245
1280153141,2024-10-19,2024-10-24,MINI,MINI,Benzin,8191,13502,12637
1273902473,2024-12-13,,Volkswagen,T-Cross,Benzin,18501,22223,24121
1277817324,2024-10-22,2024-11-06,Mercedes-Benz,B-Klasse,Diesel,7869,15331,15518
1279613045,2024-11-05,2024-11-20,Ford,B-Max,Benzin,6687,13243,13975
1281139228,2024-10-23,,Volkswagen,Golf VIII,Diesel,17018,22283,22312
1281532051,2024-11-18,2024-12-19,Renault,Trafic,Diesel,15899,22968,23419
1280494425,2024-11-29,2024-12-02,Opel,Corsa,Benzin,6322,10843,11342
1270978518,2024-10-04,2024-11-11,Skoda,Fabia,Benzin,10420,13959,15959
1278770596,2024-09-12,,BMW,X1,Hybrid,28192,31596,32962
1281908342,2024-11-06,2025-01-03,Opel,Insignia,Benzin,9263,13493,12356
1280233129,2024-11-11,,Volkswagen,Tiguan Allspace,Diesel,23225,29021,28002
1280387761,2024-10-24,,Smart,forfour,Benzin,6734,13040,13421
1283674846,2024-12-05,,BMW,4er,Benzin,14830,21461,20643
1284324671,2025-01-09,,Ford,Fiesta,Benzin,8286,10867,11043
1284714759,2025-01-07,,Volkswagen,T-Roc,Benzin,20953,25098,25704
1281380931,2024-10-28,,Volkswagen,Golf VII,Benzin,12214,16373,16977
1283581827,2024-12-11,,Ford,Kuga,Diesel,20769,26119,26457
1282292212,2024-11-15,2024-11-28,Skoda,Fabia,Benzin,7643,11788,11538
1277131098,2024-11-25,,Opel,Zafira Tourer,Benzin,6796,11481,13095
1279196441,2024-09-21,2024-12-20,Volkswagen,Tiguan,Diesel,22597,23653,23349
1279518667,2024-09-23,2024-12-05,Audi,Q3,Benzin,18512,22214,23466
1283306931,2024-12-04,,Ford,S-Max,Benzin,13749,18698,18671
1282581977,2024-12-19,,Jeep,Grand Cherokee,Diesel,26520,33064,34011
1278916724,2024-09-13,2024-12-14,Kia,Optima,Benzin,15659,20311,20046
1279160155,2024-09-16,2024-11-26,Mercedes-Benz,C-Klasse,Benzin,22863,25911,26292
1284460773,2025-01-08,,Seat,Leon,Benzin,13620,19049,17405
1283714341,2024-12-03,,Audi,A3,Diesel,15237,18640,16791
1272721667,2024-09-26,2024-12-20,Skoda,Kodiaq,Benzin,26351,29967,30253
1278090845,2024-10-30,,Jeep,Renegade,Diesel,9424,14188,15313
1278809244,2024-09-19,2024-09-24,Kia,pro_cee'd,Benzin,16132,21842,24099
1284543598,2024-12-27,,Peugeot,5008,Diesel,14246,19878,22182
1283663503,2024-12-13,2024-12-16,Ford,Mondeo,Diesel,10503,16087,16497
1282965254,2024-12-23,,Mercedes-Benz,C-Klasse,Benzin,21459,27732,27293
1277687445,2024-12-18,,Ford,Mondeo,Benzin,9486,12863,12776
1282508234,2024-11-13,2024-12-09,Fiat,Tipo,Benzin,10867,14591,14252
1273845293,2024-12-04,2024-12-18,Volkswagen,Golf VII,Diesel,12442,14908,14633
1279212603,2024-10-07,2024-10-26,Volkswagen,Touran,Benzin,21400,25720,25374
1274025839,2024-12-05,,Ford,Focus,Benzin,15541,19225,18413
1279716832,2024-12-13,,Kia,Stonic,Benzin,14628,18652,16962
1281635603,2024-10-30,,Jeep,Renegade,Benzin,9474,12216,11959
1280079635,2024-09-25,2024-11-26,Volkswagen,Golf VII,Benzin,13133,16210,15626
1280490260,2024-10-17,,Mazda,CX-3,Benzin,14282,17633,16307
1280797887,2025-01-06,,Opel,Mokka X,Benzin,7707,13485,14421
1280950169,2024-11-09,2024-11-12,Opel,Crossland X,Benzin,9186,12859,13932
1279761170,2024-09-17,2024-11-11,Peugeot,108,Benzin,7616,9557,9217
1282444588,2024-12-19,,Peugeot,3008,Diesel,20479,25846,25789
1283020215,2024-11-29,,Audi,A1,Benzin,10890,16320,16267
1281883209,2024-11-06,,Volkswagen,T-Roc,Benzin,20425,23580,24921
1277472087,2024-10-08,,Skoda,Octavia,Benzin,10573,12537,14080
1277250864,2024-09-30,2024-10-02,Ford,Transit,Diesel,23877,30582,29654
1280726622,2024-10-17,,BMW,2er,Benzin,17392,20415,19998
1282911451,2024-11-22,,Opel,Mokka X,Benzin,16260,21509,22251
1281745558,2024-10-30,2024-12-27,Audi,A1 citycarver,Benzin,16444,19905,20496
1213120269,2024-10-30,2024-11-21,Smart,forfour,Benzin,4240,11097,10316
1275789338,2024-09-24,2024-11-30,Audi,TT,Benzin,23166,24916,25553
1278237972,2024-09-12,2024-11-25,Ford,Focus,Benzin,16170,20390,22326
1280339691,2024-12-14,,Seat,Leon,Benzin,14232,19890,20661
1281072245,2024-10-17,,BMW,5er,Diesel,20813,27455,29177
1284917233,2024-12-19,,Skoda,Kamiq,Benzin,19093,26047,24978
1278720653,2024-09-16,2024-12-05,Peugeot,508,Diesel,16767,22027,21636
1270870853,2024-11-27,,Nissan,Qashqai,Benzin,11401,15758,16564
1262353191,2024-11-26,2024-12-23,BMW,1er,Benzin,22261,28642,29384
1272722155,2024-10-23,,Mercedes-Benz,C-Klasse,Diesel,26888,32197,31077
1275281051,2024-10-16,2024-11-19,BMW,1er,Benzin,12120,16135,16876
1279658026,2024-09-27,2024-12-17,Ford,Kuga,Benzin,10617,13017,11733
1280371155,2024-11-06,,Skoda,Kodiaq,Benzin,22757,28048,26354
1282295412,2024-11-14,,Seat,Leon,Benzin,11211,14436,14291
1279192495,2024-12-06,,Alfa Romeo,Giulia,Benzin,19176,23837,23522
1280270557,2024-10-15,2024-12-02,Dacia,Sandero,Benzin,11374,16525,16455
1278729359,2024-09-20,2024-10-29,Mercedes-Benz,Vito Tourer,Diesel,32033,38240,38707
1277423971,2024-10-02,2024-10-15,Kia,cee'd,Benzin,15951,18202,18159
1278636620,2024-09-17,,Mercedes-Benz,T-Klasse,Diesel,22117,25657,24800
1278857015,2024-11-04,,Skoda,Kodiaq,Benzin,18377,25043,25670
1278172850,2024-10-01,2024-10-08,Skoda,Octavia,Diesel,5990,10691,11163
1275469894,2024-09-17,2024-12-16,Audi,A6,Diesel,26620,27452,27050
1281885954,2024-12-11,2024-12-13,Renault,Clio,Diesel,7653,13631,12417
1279037418,2024-09-18,2024-10-07,Audi,A1,Benzin,13132,18921,18361
1282110205,2024-11-06,,Audi,A5 Sportback,Benzin,30033,35300,34716
1280738996,2024-10-15,,Volkswagen,Golf VII,Benzin,11057,15420,15043
1282831870,2024-12-06,,Smart,forfour,Benzin,12030,16682,17892
1280166283,2024-10-24,,Audi,Q2,Benzin,14369,18682,17606
1279376665,2024-10-09,,Renault,Clio,Benzin,6694,10247,10588
1282999262,2024-11-21,,Fiat,500C,Benzin,7530,12318,11394
1280532089,2024-11-08,2025-01-08,Seat,Leon,Benzin,9058,14548,15320
1284491695,2024-12-18,,Volkswagen,Golf VIII,Benzin,14414,18439,19581
1283951798,2025-01-07,,Hyundai,i10,Benzin,6460,8691,10541
1284270391,2024-12-27,,Volkswagen,Golf VII Sportsvan,Benzin,13090,15325,15074
1253636297,2024-09-26,2025-01-07,BMW,2er,Diesel,24718,26618,24822
1273396017,2024-10-01,2024-10-07,Seat,Alhambra,Diesel,22520,26080,28438
1278480702,2024-09-16,2024-10-07,Volkswagen,Tiguan,Benzin,22911,28595,28560
1281158306,2024-11-28,,BMW,X1,Benzin,12940,18495,18029
1276041837,2024-12-20,,Peugeot,5008,Diesel,20953,26004,26986
1279975181,2024-10-14,2024-11-04,Hyundai,i20,Benzin,7338,11124,9822
1276689593,2024-10-11,2024-11-21,Mercedes-Benz,V-Klasse,Diesel,35408,41219,40332
1282870157,2024-12-23,2024-12-27,Kia,pro_cee'd,Benzin,18778,26036,24850
1281900595,2024-11-04,,Volkswagen,T-Cross,Benzin,16565,19267,20299
1280862624,2024-11-14,2024-11-23,Dacia,Sandero,Benzin,4580,10266,8636
1281263916,2024-10-26,2024-11-04,Opel,Corsa,Benzin,11055,15315,14868
1279108179,2024-09-12,2024-09-16,Opel,Astra,Diesel,5000,11388,9849
1284267161,2024-12-16,,BMW,2er,Diesel,20735,28645,30865
1283685108,2024-12-05,2024-12-09,Smart,fortwo,Benzin,9436,11345,
1280766519,2024-11-04,2025-01-03,Opel,Corsa,Benzin,8560,13128,12987
1280969043,2024-11-21,,BMW,2er,Hybrid,12427,15107,16320
1275908795,2024-12-02,,Jeep,Compass,Diesel,15531,17964,17933
1278872896,2024-09-17,2024-09-21,Audi,Q2,Diesel,16263,23244,22627
1279942105,2024-10-07,,Opel,Insignia Sports Tourer,Diesel,12032,17158,17927
1280595929,2024-10-24,2024-12-11,BMW,5er,Diesel,20667,25353,25769
1279523459,2024-10-02,2024-12-02,Ford,Fiesta,Benzin,4491,10084,10004
1280868388,2024-12-02,,BMW,3er,Diesel,,17318,17887
1280945134,2025-01-07,,Seat,Ateca,Benzin,17571,24032,25422
1281219988,2024-12-18,2024-12-19,Renault,Twingo,Benzin,7462,12330,13208
1279976733,2024-09-24,2024-11-20,Volvo,XC40,Benzin,22940,26526,26145
1280498503,2024-10-02,2024-12-12,Smart,forfour,Benzin,12651,14154,14177
1281763596,2024-10-30,,Volkswagen,Touran,Benzin,19648,23880,25222
1283806578,2024-12-06,,Skoda,Karoq,Benzin,17022,21351,23039
1283857276,2024-12-06,,Peugeot,208,Benzin,14310,21130,20202
1281501494,2024-11-26,,Hyundai,i30,Benzin,6652,9242,11007
1281552936,2024-10-26,2024-11-02,Peugeot,2008,Benzin,7390,11879,11894
1284419151,2024-12-19,2024-12-23,Opel,Astra,Diesel,14122,17958,19136
1275307657,2024-10-14,2025-01-08,Volkswagen,Passat,Diesel,16179,20435,22280
1282702781,2024-12-13,2024-12-27,BMW,X1,Benzin,20562,24819,24986
1282017004,2024-11-25,,Audi,A3 Limousine,Diesel,16515,21435,21533
1281455772,2024-12-06,2025-01-07,Nissan,Note,Benzin,8524,9715,9527
1282258755,2024-11-19,2025-01-02,Ford,Fiesta,Benzin,4329,8313,9215
1277767761,2024-10-02,2024-10-18,Ford,EcoSport,Benzin,11208,16967,17058
1240854849,2024-12-04,,Hyundai,i10,Benzin,6438,10051,9412
1279109924,2024-10-24,,Volkswagen,Touareg,Diesel,31415,35891,36100
1280318452,2024-10-15,2025-01-08,Volkswagen,Touran,Diesel,27245,30762,30165
1280780238,2024-11-16,2024-11-16,Volkswagen,T6 Multivan,Diesel,20382,25888,25347
1265487375,2024-09-25,2024-12-18,Opel,Astra,Benzin,13748,16573,16615
1283527881,2024-12-06,,Audi,Q3,Benzin,21130,25773,26489
1283895926,2024-12-17,,Nissan,Micra,Benzin,8754,14740,14439
1284144163,2024-12-16,,Volkswagen,Passat,Diesel,11392,16319,15048
1269502981,2024-11-08,2024-11-28,Toyota,Yaris,Hybrid,10514,14107,16452
1269592324,2024-10-28,2024-11-08,Volkswagen,Tiguan,Benzin,7505,12599,13618
1256809433,2024-10-25,2024-12-20,Mercedes-Benz,C-Klasse,Benzin,14979,18996,18471
1278958575,2024-09-27,2025-01-06,Audi,A7,Diesel,28465,32631,31990
1268853860,2024-09-17,2024-12-02,Mazda,CX-5,Benzin,21440,23136,24131
1283388879,2024-11-22,,Seat,Leon,Diesel,12173,17287,16148
1281870735,2024-10-28,,Kia,Picanto,Benzin,13262,15277,14495
1278652859,2024-09-13,2024-11-29,Volkswagen,Golf VII,Benzin,20389,24272,23003
1283428098,2024-12-14,,Seat,Leon,Benzin,6427,8555,9497
1285215930,2025-01-08,,Hyundai,i20,Benzin,9835,15198,16283
1279575504,2024-10-25,,Mitsubishi,Space Star,Benzin,7969,10458,11014
1279616016,2024-12-14,,Renault,Megane,Diesel,6100,13039,12400
1278619997,2024-09-12,2024-10-18,Mercedes-Benz,GLA-Klasse,Benzin,19306,22875,23494
1278890021,2024-09-13,2024-09-25,Opel,Astra,Benzin,14435,19827,18412
1280325878,2024-11-29,,Jeep,Renegade,Benzin,12969,18346,19725
1280160101,2024-10-14,2024-11-19,Dacia,Sandero,Benzin,7913,13341,12838
1280461068,2024-10-15,2024-11-28,Seat,Ibiza,Benzin,13811,18268,19919
1278062730,2024-11-28,,Ford,Fiesta,Benzin,5597,8990,7992
1278258571,2024-10-01,2024-11-06,Volkswagen,Golf VII,Benzin,12809,18225,18378
1281230599,2024-10-15,2024-10-22,Volkswagen,Passat,Diesel,15223,20370,20459
1280192146,2024-10-02,2024-10-23,Citroen,C3,Benzin,6524,11053,10010
1279503861,2024-09-27,,Fiat,500X,Benzin,7169,11560,11388
1279001709,2024-09-26,2024-12-05,Kia,Picanto,Benzin,8407,11476,12232
1278746410,2024-09-13,2024-09-16,BMW,2er,Benzin,14296,20381,20155
1283120112,2024-11-21,,Ford,Tourneo Connect,Diesel,14963,17324,19127
1280394992,2024-10-17,,Smart,fortwo,Benzin,4189,7238,7522
1280783392,2024-10-16,,Mercedes-Benz,C-Klasse,Benzin,20894,24574,26308
1279349747,2024-09-17,2024-11-20,Volkswagen,Golf VII,Benzin,5467,9902,9752
1284856697,2024-12-23,,Seat,Ibiza,Benzin,11612,13964,14055
